0.8194643	-0.67209005	-0.7530789	0.5483545	0.7279985	0.6554876	-0.90813327	0.8112556	-0.58999586	0.80052066	0.19493194	0.7130524	-0.8851098	0.77502626	-0.826853	-0.521049
-0.43734142	-0.58566064	-0.86058944	0.63124627	0.5849453	-0.55424863	0.2675616	0.8190019	-0.55623966	-0.47759864	0.77028006	-0.44574133	0.70068175	-0.4915184	0.50333285	-0.48661846
-0.08722853	0.30510437	-0.105673805	-0.23964152	-0.7186195	0.083993964	-0.02365837	-0.42570177	0.6747348	-0.09829559	-0.44960946	0.27334645	0.6387785	0.38494453	-0.28351408	0.50418705
-0.28572136	0.35296395	0.795702	-0.8543468	-0.59025764	-0.9628261	-0.81979746	-0.17469895	0.96300524	-0.49848014	0.95811313	0.08692392	-1.0047419	-0.6373934	-0.94911855	-0.6463288
1.3156581	0.49220392	0.4949612	-0.9709233	-0.49286395	-1.0003664	0.5429003	0.60016567	0.58789366	1.1408596	-0.19705278	-0.97661495	0.4070007	1.1146902	0.30168462	-0.7065537
0.15684506	0.6975629	0.38093433	-0.81998646	-0.40762964	0.4061224	-0.44609234	0.0064528175	0.8026298	0.16997066	-0.09377952	0.6225655	-0.39738566	-0.13493247	-0.42101398	1.0358791
-0.32148767	0.08314473	0.01264518	-0.17758289	0.15396641	-0.5421312	-0.42909163	0.045464285	-0.098015845	-0.34621596	0.36932665	0.23949438	0.248601	-0.55234414	0.32766485	-0.29877108
0.053751513	-0.41590893	-0.4125521	0.50463295	0.6011998	0.0026413193	0.29246768	0.5744125	-0.45920217	0.29378784	-0.4027958	-0.07272247	-0.27549675	-0.13119619	0.41211843	0.04132673
-0.26849166	-0.2590687	0.28523126	0.051304385	0.060215704	0.81913745	0.025098182	-0.54875326	0.36716822	-0.27210924	0.16428503	0.06616644	-0.2502699	0.07027004	-0.56295264	0.16426659
0.46958202	-0.4039744	0.49479514	0.22939861	0.3937621	0.37820697	0.5025691	-0.09957352	0.6518167	0.06331516	0.838663	-0.5880557	0.22719564	0.83513194	-0.6149144	0.2507408
0.48157814	0.48237455	0.35747126	-0.29037237	-0.2593221	-0.13442044	-0.2953636	-0.20673771	-0.029976314	0.57661456	-0.64418435	0.21634796	0.29480043	0.032259896	0.47245917	0.114896655
0.9272628	-0.20340678	-0.073157124	0.13525465	0.14629973	0.72851276	0.17339797	0.24740751	0.07999527	0.51001775	-0.17004146	-0.38797483	-0.26667285	0.6331681	-0.18648657	0.62367946
-0.08689987	0.06519319	0.19761458	-0.07217887	-0.038246196	0.37251478	0.2788276	-0.1175009	0.1316035	-0.023284726	-0.22538562	-0.09974295	-0.106559366	-0.038297713	-0.041397832	0.21004511
0.012504166	0.067284055	-0.3933779	0.19507615	0.016423732	0.013236085	-0.45789504	0.32327193	-0.06987487	0.23085374	-0.46072963	0.20394081	-0.2860003	0.08457617	-0.070666656	0.33145207
-0.4742253	-0.7836818	0.8801199	0.27191606	0.73013264	0.48673365	1.073586	-0.65617746	0.47205836	-0.70412934	0.74459934	-0.9205761	-0.16441515	-0.08601537	-0.1667707	-0.6411341
-0.24583659	0.38928592	-0.13502906	0.066672504	-0.14167655	-0.14919145	0.086080134	0.09732826	-0.10750565	-0.0077477456	-0.17881106	0.061252497	0.19770876	-0.029639855	0.28235087	0.26488802
0.46356195	0.365332	0.5580261	0.35586384	-0.6449606	-0.30516097	0.19455083	0.62710845	-0.16132492	-0.56095916	0.70633113	0.5415741	-0.21428691	-0.368349	0.14127177	0.3392947
-0.091713145	-0.66528606	0.20944636	-0.32959878	0.107607044	-0.19213809	0.34771925	-0.3009129	0.24854621	-0.15671287	0.1187535	-0.6102234	-0.3307473	-0.0011877485	-0.38701132	-0.5847559
0.10064664	0.10786834	-0.09433914	0.07984058	0.03832675	0.06927582	-0.16353843	0.31304762	-0.034223195	0.039091583	0.100867756	0.11040893	0.092084415	0.07119504	-0.14526625	0.15777002
-0.0322636	0.23388389	-0.31245098	-0.1841922	-0.18002161	0.55147564	-0.49852106	0.022159414	0.010121755	0.31028664	-0.45226887	-0.11410941	0.3690066	0.6650811	-0.18940002	0.14179824
0.31924862	0.23621488	0.081116304	0.0360734	0.01953117	0.042527385	0.07752882	0.38797867	-0.08851577	0.051470134	0.26573992	0.20171988	-0.16565554	0.27974963	-0.121575005	0.4004829
0.13490959	-0.08982066	0.5116599	-0.31525162	0.07123456	-0.19105642	0.29280388	-0.19367172	0.32914457	0.009699823	-0.0072987266	-0.444782	-0.06642617	0.058571626	0.0071337586	-0.35524264
0.1311744	0.009052086	0.16098864	-0.1537375	-0.11553594	0.23795338	-0.33094454	-0.08980147	0.15334138	0.22514601	-0.31189886	0.1523651	-0.19748849	-0.018368693	-0.2651955	0.035035335
0.09441474	-0.08861915	0.33029902	-0.16616017	0.23832819	-0.6442589	0.3690657	0.079614006	-0.262657	0.12535903	-0.01902543	-0.7213623	0.44054118	-0.328897	0.5656155	-0.5943661
-0.3002238	0.022259813	-0.29697293	0.28628206	0.22094199	-0.25428966	0.2860185	0.44761586	-0.4492085	-0.4512345	0.29638925	0.1582553	0.32999644	-0.32202065	0.3873464	0.13113086
